英文檔案名	中文檔案名	適用年分開始	適用年份結束	英文欄位	中文欄位	資料型態	長度	起始位置	迄末位置	資料描述
DOC	專科醫師證書主檔	86	100	BRANCH_CODE	分局別	C	1	107	107	1：台北分局2：北區分局3：中區分局4：南區分局5：高屏分局6：東區分局(93.07已不使用)
DOC	專科醫師證書主檔	86	100	M_VALID_S_DATE	生效起日	C	8	108	115	YYYYMMDD，醫師於該執業場所之生效起日(93.07已不使用)
DOC	專科醫師證書主檔	101		PRSN_ID	醫事人員身分証號	C	32	1	32	已轉碼
DOC	專科醫師證書主檔	101		LWRD_WORD	專科醫師證書字	C	5	33	37	請參考代碼說明B-53之「專科醫師代碼、科別」
DOC	專科醫師證書主檔	101		LWRD_NO	專科醫師證書號	C	6	38	43	
DOC	專科醫師證書主檔	101		LWRD_ID	專科醫師科別	C	5	44	48	請參考代碼說明B-53之「專科醫師代碼、科別」
DOC	專科醫師證書主檔	101		LWRD_RENEW_DATE	甄審或展延發證日期	C	8	49	56	YYYYMMDD，若該醫事人員第一次通過某專科考試其登載之生效日期，若該專科證書係期限展延，其日期維持原始第一次發證日期不變更。
DOC	專科醫師證書主檔	101		VALID_E_DATE	生效迄日	C	8	57	64	YYYYMMDD，即證書登載之期限，如遇專科證書期限展延者，則應異動此欄位。
DOC	專科醫師證書主檔	101		WORK_RLACE	執業場所	C	34	65	98	已轉碼，亦即醫事機構代號，後2碼為權屬別(93.07已不使用)
DOC	專科醫師證書主檔	101		BRANCH_CODE	分局別	C	1	99	99	1：台北分局2：北區分局3：中區分局4：南區分局5：高屏分局6：東區分局(93.07已不使用)
DOC	專科醫師證書主檔	101		M_VALID_S_DATE	生效起日	C	8	100	107	YYYYMMDD，醫師於該執業場所之生效起日(93.07已不使用)
DRUG	藥品主檔			DRUG_ID	藥品代碼	C	10	1	10	
DRUG	藥品主檔			DRUG_NAME	藥品名稱(醫令中文名稱)	C	120	11	130	
DRUG	藥品主檔			DRCON_NAME	主成分(醫令英文名稱)	C	50	131	180	
DRUG	藥品主檔			DRUG_ITEM	藥理分類	C	6	181	186	
DRUG	藥品主檔			ITEM_C_NAME	藥理分類中文名稱	C	50	187	236	有部分年度中英文名稱互換
DRUG	藥品主檔			ITEM_E_NAME	藥理分類英文名稱	C	50	237	286	
DRUG	藥品主檔			DOSE_NAME	劑型	C	50	287	336	
DRUG	藥品主檔			TYPE_NAME	規格	C	10	337	346	
DRUG	藥品主檔			TYPEUNIT_NAME	規格單位	C	50	347	396	
DRUG	藥品主檔			DRCON_QTY	含量	N	12	397	408	11111111.11
DRUG	藥品主檔			DRCON_DRUGTYPE	含量單位	C	50	409	458	
DRUG	藥品主檔			DRUG_MULTI	單複方	C	11	459	469	Y=複方N=單方
DRUG	藥品主檔			DRGIST_NAME	藥廠名稱	C	50	470	519	
DRUG	藥品主檔			DRUG_NOUSE_DATE	生效日期	C	8	520	527	YYYYMMDD
DRUG	藥品主檔			DRUG_PRICE	支付價	N	11	528	538	11111111.11
DT	住院費用申請總表主檔		100	HOSP_ID	特約醫事機構代號	C	34	1	34	已轉碼，後2碼為權屬別
DT	住院費用申請總表主檔		100	FEE_YM	費用年月	C	6	35	40	YYYYMM
DT	住院費用申請總表主檔		100	APPL_TYPE	申報類別	C	1	41	41	1：送核2：補報
DT	住院費用申請總表主檔		100	APPL_DATE	申報日期	C	8	42	49	YYYYMMDD
DT	住院費用申請總表主檔		100	APPL_MODE	申報方式	C	1	50	50	1：書面2：媒體3：連線
DT	住院費用申請總表主檔		100	CASE_GEN_QTY	一般案件件數	N	10	51	60	
DT	住院費用申請總表主檔		100	CASE_GEN_DAYS	一般案件日數	N	10	61	70	
DT	住院費用申請總表主檔		100	CASE_GEN_AMT	一般案件醫療費用	N	10	71	80	
DT	住院費用申請總表主檔		100	CASE_PAY_QTY	論病例計酬案件件數	N	10	81	90	
DT	住院費用申請總表主檔		100	CASE_PAY_DAYS	論病例計酬案件日數	N	10	91	100	
DT	住院費用申請總表主檔		100	CASE_PAY_AMT	論病例計酬醫療費用	N	10	101	110	
DT	住院費用申請總表主檔		100	CASE_SPE_QTY	特定案件件數	N	10	111	120	
DT	住院費用申請總表主檔		100	CASE_SPE_DAYS	特定案件日數	N	10	121	130	
DT	住院費用申請總表主檔		100	CASE_SPE_AMT	特定案件醫療費用	N	10	131	140	
DT	住院費用申請總表主檔		100	D_TOTL_QTY	醫療費用件數總計	N	10	141	150	本欄為序號6、9、12之和
DT	住院費用申請總表主檔		100	D_TOTL_DAYS	醫療費用日數總計	N	10	151	160	本欄為序號7、10、13之和
DT	住院費用申請總表主檔		100	D_TOTL_AMT	醫療費用點數總計	N	10	161	170	本欄為序號8、11、14之和;含部分負擔點數
DT	住院費用申請總表主檔		100	D_PART_QTY	部份負擔件數總計	N	10	171	180	可忽略
DT	住院費用申請總表主檔		100	D_PART_DAYS	部份負擔日數總計	N	10	181	190	可忽略
DT	住院費用申請總表主檔		100	D_PART_AMT	部份負擔點數總計	N	10	191	200	
DT	住院費用申請總表主檔		100	T_CHRG_QTY	代辦費件數總計	N	10	201	210	可忽略
DT	住院費用申請總表主檔		100	T_CHRG_DAYS	代辦費日數總計	N	10	211	220	可忽略
DT	住院費用申請總表主檔		100	T_CHRG_AMT	代辦費點數總計	N	10	221	230	
DT	住院費用申請總表主檔		100	T_APPL_QTY	申請件數總計	N	10	231	240	本欄為序號6、9、12之和
DT	住院費用申請總表主檔		100	T_APPL_DAYS	申請日數總計	N	10	241	250	本欄為序號7、10、13之和
DT	住院費用申請總表主檔		100	T_APPL_AMT	申請點數總計	N	10	251	260	本欄為序號17-20+23之值，不含部分負擔點數
DT	住院費用申請總表主檔	101		HOSP_ID	特約醫事機構代號	C	34	1	34	已轉碼，後2碼為權屬別
DT	住院費用申請總表主檔	101		FEE_YM	費用年月	C	6	35	40	YYYYMM
DT	住院費用申請總表主檔	101		APPL_TYPE	申報類別	C	1	41	41	1：送核2：補報
DT	住院費用申請總表主檔	101		APPL_DATE	申報日期	C	8	42	49	YYYYMMDD
DT	住院費用申請總表主檔	101		APPL_MODE	申報方式	C	1	50	50	1：書面2：媒體3：連線
DT	住院費用申請總表主檔	101		CASE_GEN_QTY	一般案件件數	N	10	51	60	7
DT	住院費用申請總表主檔	101		CASE_GEN_DAYS	一般案件日數	N	10	61	70	
DT	住院費用申請總表主檔	101		CASE_GEN_AMT	一般案件醫療費用	N	10	71	80	
DT	住院費用申請總表主檔	101		CASE_PAY_QTY	論病例計酬案件件數	N	10	81	90	
DT	住院費用申請總表主檔	101		CASE_PAY_DAYS	論病例計酬案件日數	N	10	91	100	
DT	住院費用申請總表主檔	101		CASE_PAY_AMT	論病例計酬醫療費用	N	10	101	110	
DT	住院費用申請總表主檔	101		CASE_SPE_QTY	特定案件件數	N	10	111	120	
DT	住院費用申請總表主檔	101		CASE_SPE_DAYS	特定案件日數	N	10	121	130	
DT	住院費用申請總表主檔	101		CASE_SPE_AMT	特定案件醫療費用	N	10	131	140	
DT	住院費用申請總表主檔	101		D_TOTL_QTY	醫療費用件數總計	N	10	141	150	本欄為序號6、9、12之和
DT	住院費用申請總表主檔	101		D_TOTL_DAYS	醫療費用日數總計	N	10	151	160	本欄為序號7、10、13之和
DT	住院費用申請總表主檔	101		D_TOTL_AMT	醫療費用點數總計	N	10	161	170	本欄為序號8、11、14之和;含部分負擔點數
DT	住院費用申請總表主檔	101		D_PART_QTY	部份負擔件數總計	N	10	171	180	可忽略
DT	住院費用申請總表主檔	101		D_PART_DAYS	部份負擔日數總計	N	10	181	190	可忽略
DT	住院費用申請總表主檔	101		D_PART_AMT	部份負擔點數總計	N	10	191	200	
DT	住院費用申請總表主檔	101		T_CHRG_QTY	代辦費件數總計	N	10	201	210	可忽略
DT	住院費用申請總表主檔	101		T_CHRG_DAYS	代辦費日數總計	N	10	211	220	可忽略
DT	住院費用申請總表主檔	101		T_CHRG_AMT	代辦費點數總計	N	10	221	230	
DT	住院費用申請總表主檔	101		T_APPL_QTY	申請件數總計	N	10	231	240	本欄為序號6、9、12之和
DT	住院費用申請總表主檔	101		T_APPL_DAYS	申請日數總計	N	10	241	250	本欄為序號7、10、13之和
DT	住院費用申請總表主檔	101		T_APPL_AMT	申請點數總計	N	10	251	260	0本欄為序號17-20+23之值，不含部分負擔點數
DT	住院費用申請總表主檔	101		TWDRG_QTY	Tw-DRGs件數總計	N	10	261	270	101年7月起新增欄位案件分類5(Tw-DRGs案件)之申請件數加總
DT	住院費用申請總表主檔	101		TWDRG_DAYS	Tw-DRGs日數總計	N	10	271	280	
DT	住院費用申請總表主檔	101		TWDRG_DOT	Tw-DRGs醫療費用點數總計	N	10	281	290	
GD	特約藥局處方及調劑明細檔	85	87	FEE_YM	費用年月	C	6	1	6	YYYYMM
GD	特約藥局處方及調劑明細檔	85	87	APPL_TYPE	申報類別	C	1	7	7	1：送核2：補報
GD	特約藥局處方及調劑明細檔	85	87	HOSP_ID	醫院代號	C	34	8	41	已轉碼，為藥局之代號，後2碼為權屬別
GD	特約藥局處方及調劑明細檔	85	87	APPL_DATE	申報日期	C	8	42	49	YYYYMMDD
GD	特約藥局處方及調劑明細檔	85	87	CASE_TYPE	案件分類	C	1	50	50	請參考代碼說明B-26之「案件分類」
GD	特約藥局處方及調劑明細檔	85	87	SEQ_NO	流水號	N	6	51	56	
GD	特約藥局處方及調劑明細檔	85	87	R_HOSP_ID	原處方醫事機構代號	C	34	57	90	已轉碼，後2碼為權屬別
GD	特約藥局處方及調劑明細檔	85	87	R_CASE_TYPE	原處方醫療機構之案件分類	C	2	91	92	請參考代碼說明B-26之「案件分類」，慢性病連續處方調劑者，本欄填08。
GD	特約藥局處方及調劑明細檔	85	87	FUNC_TYPE	就醫科別	C	2	93	94	請參考代碼說明B-49之「就醫科別及細分科」。慢性病連續處方調劑者，本欄免填。
GD	特約藥局處方及調劑明細檔	85	87	FUNC_DATE	處方日期	C	8	95	102	YYYYMMDD
GD	特約藥局處方及調劑明細檔	85	87	DRUG_DATE	調劑日期	C	8	103	110	YYYYMMDD
GD	特約藥局處方及調劑明細檔	85	87	ID_BIRTHDAY	出生年月	C	8	111	118	YYYYMM，左靠不足補空白
GD	特約藥局處方及調劑明細檔	85	87	ID	身分證統一編號	C	32	119	150	已轉碼
GD	特約藥局處方及調劑明細檔	85	87	CARD_SEQ_NO	就醫序號	C	2	151	152	
GD	特約藥局處方及調劑明細檔	85	87	GAVE_KIND	給付類別	C	1	153	153	請參考代碼說明B-64之「給付類別」
GD	特約藥局處方及調劑明細檔	85	87	DRUG_DAY	給藥日份	N	2	154	155	最高日額應為90日
GD	特約藥局處方及調劑明細檔	85	87	PRSN_ID	醫師代號	C	32	156	187	已轉碼，本欄得以原處方醫療機構代號替代。
GD	特約藥局處方及調劑明細檔	85	87	PHAR_ID	藥師代號	C	32	188	219	已轉碼
GD	特約藥局處方及調劑明細檔	85	87	DRUG_AMT	用藥明細點數小計	N	8	220	227	
GD	特約藥局處方及調劑明細檔	85	87	DSVC_AMT	藥事服務費	N	8	228	235	
GD	特約藥局處方及調劑明細檔	85	87	T_APPL_AMT	申請點數	N	8	236	243	為序號26-25之值
GD	特約藥局處方及調劑明細檔	85	87	SEX	性別	C	1	244	244	M：男F：女U：不詳
GD	特約藥局處方及調劑明細檔	88	92	FEE_YM	費用年月	C	6	1	6	YYYYMM
GD	特約藥局處方及調劑明細檔	88	92	APPL_TYPE	申報類別	C	1	7	7	1：送核2：補報
GD	特約藥局處方及調劑明細檔	88	92	HOSP_ID	醫院代號	C	34	8	41	已轉碼，為藥局之代號，後2碼為權屬別
GD	特約藥局處方及調劑明細檔	88	92	APPL_DATE	申報日期	C	8	42	49	YYYYMMDD
GD	特約藥局處方及調劑明細檔	88	92	CASE_TYPE	案件分類	C	1	50	50	請參考代碼說明B-26之「案件分類」
GD	特約藥局處方及調劑明細檔	88	92	SEQ_NO	流水號	N	6	51	56	
GD	特約藥局處方及調劑明細檔	88	92	R_HOSP_ID	原處方醫事機構代號	C	34	57	90	已轉碼，後2碼為權屬別
GD	特約藥局處方及調劑明細檔	88	92	R_CASE_TYPE	原處方醫療機構之案件分類	C	2	91	92	請參考代碼說明B-26之「案件分類」，慢性病連續處方調劑者，本欄填08。
GD	特約藥局處方及調劑明細檔	88	92	FUNC_TYPE	就醫科別	C	2	93	94	請參考代碼說明B-49之「就醫科別及細分科」。慢性病連續處方調劑者，本欄免填。
GD	特約藥局處方及調劑明細檔	88	92	FUNC_DATE	處方日期	C	8	95	102	YYYYMMDD
GD	特約藥局處方及調劑明細檔	88	92	DRUG_DATE	調劑日期	C	8	103	110	YYYYMMDD
GD	特約藥局處方及調劑明細檔	88	92	ID_BIRTHDAY	出生年月	C	8	111	118	YYYYMM，左靠不足補空白
GD	特約藥局處方及調劑明細檔	88	92	ID	身分證統一編號	C	32	119	150	已轉碼
GD	特約藥局處方及調劑明細檔	88	92	CARD_SEQ_NO	就醫序號	C	2	151	152	
GD	特約藥局處方及調劑明細檔	88	92	GAVE_KIND	給付類別	C	1	153	153	請參考代碼說明B-64之「給付類別」
GD	特約藥局處方及調劑明細檔	88	92	DRUG_DAY	給藥日份	N	2	154	155	最高日額應為90日
GD	特約藥局處方及調劑明細檔	88	92	PRSN_ID	醫師代號	C	32	156	187	已轉碼，本欄得以原處方醫療機構代號替代。
GD	特約藥局處方及調劑明細檔	88	92	PHAR_ID	藥師代號	C	32	188	219	已轉碼
GD	特約藥局處方及調劑明細檔	88	92	DRUG_AMT	用藥明細點數小計	N	8	220	227	
GD	特約藥局處方及調劑明細檔	88	92	DSVC_AMT	藥事服務費	N	8	228	235	
GD	特約藥局處方及調劑明細檔	88	92	T_APPL_AMT	申請點數	N	8	236	243	為序號26-25之值
GD	特約藥局處方及調劑明細檔	88	92	SEX	性別	C	1	244	244	M：男F：女U：不詳
GD	特約藥局處方及調劑明細檔	88	92	PART_NO	部分負擔代號	C	3	245	247	I20：須加收藥費部分負擔者I21：藥費一百元以下免加收藥費部分負擔者I22：符合本保險藥費免部分負擔範圍規定者，包括慢性病連續處方箋案件、牙醫案件、門診論病例計酬案件請參考代碼說明之「部分負擔代號及相關說明」
GD	特約藥局處方及調劑明細檔	88	92	SPE_MET_AMT	特殊材料小計	N	7	248	254	
GD	特約藥局處方及調劑明細檔	88	92	PART_AMT	部分負擔點數	N	4	255	258	
GD	特約藥局處方及調劑明細檔	88	92	T_AMT	合計點數	N	8	259	266	為序號19+20+24之值
GD	特約藥局處方及調劑明細檔	93	98	FEE_YM	費用年月	C	6	1	6	YYYYMM
GD	特約藥局處方及調劑明細檔	93	98	APPL_TYPE	申報類別	C	1	7	7	1：送核2：補報
GD	特約藥局處方及調劑明細檔	93	98	HOSP_ID	醫院代號	C	34	8	41	已轉碼，為藥局之代號，後2碼為權屬別
GD	特約藥局處方及調劑明細檔	93	98	APPL_DATE	申報日期	C	8	42	49	YYYYMMDD
GD	特約藥局處方及調劑明細檔	93	98	CASE_TYPE	案件分類	C	1	50	50	請參考代碼說明B-26之「案件分類」
GD	特約藥局處方及調劑明細檔	93	98	SEQ_NO	流水號	N	6	51	56	
GD	特約藥局處方及調劑明細檔	93	98	R_HOSP_ID	原處方醫事機構代號	C	34	57	90	已轉碼，後2碼為權屬別
GD	特約藥局處方及調劑明細檔	93	98	R_CASE_TYPE	原處方醫療機構之案件分類	C	2	91	92	請參考代碼說明B-26之「案件分類」;慢性病連續處方調劑者，本欄填08。
GD	特約藥局處方及調劑明細檔	93	98	FUNC_TYPE	就醫科別	C	2	93	94	請參考代碼說明B-49之「就醫科別及細分科」。慢性病連續處方調劑者，本欄免填。
GD	特約藥局處方及調劑明細檔	93	98	FUNC_DATE	處方日期	C	8	95	102	YYYYMMDD
GD	特約藥局處方及調劑明細檔	93	98	DRUG_DATE	調劑日期	C	8	103	110	YYYYMMDD
GD	特約藥局處方及調劑明細檔	93	98	ID_BIRTHDAY	出生年月	C	8	111	118	YYYYMM，左靠不足補空白
GD	特約藥局處方及調劑明細檔	93	98	ID	身分證統一編號	C	32	119	150	已轉碼
GD	特約藥局處方及調劑明細檔	93	98	CARD_SEQ_NO	就醫序號	C	4	151	154	
GD	特約藥局處方及調劑明細檔	93	98	GAVE_KIND	給付類別	C	1	155	155	請參考代碼說明B-64之「給付類別」
GD	特約藥局處方及調劑明細檔	93	98	DRUG_DAY	給藥日份	N	2	156	157	最高日額應為90日
GD	特約藥局處方及調劑明細檔	93	98	PRSN_ID	醫師代號	C	32	158	189	已轉碼，本欄得以原處方醫療機構代號替代。
GD	特約藥局處方及調劑明細檔	93	98	PHAR_ID	藥師代號	C	32	190	221	已轉碼
GD	特約藥局處方及調劑明細檔	93	98	DRUG_AMT	用藥明細點數小計	N	8	222	229	
GD	特約藥局處方及調劑明細檔	93	98	DSVC_AMT	藥事服務費	N	8	230	237	
GD	特約藥局處方及調劑明細檔	93	98	T_APPL_AMT	申請點數	N	8	238	245	為序號26-25之值
GD	特約藥局處方及調劑明細檔	93	98	SEX	性別	C	1	246	246	M：男F：女U：不詳
GD	特約藥局處方及調劑明細檔	93	98	PART_NO	部分負擔代號	C	3	247	249	I20：須加收藥費部分負擔者I21：藥費一百元以下免加收藥費部分負擔者I22：符合本保險藥費免部分負擔範圍規定者，包括慢性病連續處方箋案件、牙醫案件、門診論病例計酬案件請參考代碼說明之「部分負擔代號及相關說明」
GD	特約藥局處方及調劑明細檔	93	98	SPE_MET_AMT	特殊材料小計	N	7	250	256	
GD	特約藥局處方及調劑明細檔	93	98	PART_AMT	部分負擔點數	N	4	257	260	
GD	特約藥局處方及調劑明細檔	93	98	T_AMT	合計點數	N	8	261	268	為序號19+20+24之值
GD	特約藥局處方及調劑明細檔	99	100	FEE_YM	費用年月	C	6	1	6	YYYYMM
GD	特約藥局處方及調劑明細檔	99	100	APPL_TYPE	申報類別	C	1	7	7	1：送核2：補報
GD	特約藥局處方及調劑明細檔	99	100	HOSP_ID	醫院代號	C	34	8	41	已轉碼，為藥局之代號，後2碼為權屬別
GD	特約藥局處方及調劑明細檔	99	100	APPL_DATE	申報日期	C	8	42	49	YYYYMMDD
GD	特約藥局處方及調劑明細檔	99	100	CASE_TYPE	案件分類	C	1	50	50	請參考代碼說明B-26之「案件分類」
GD	特約藥局處方及調劑明細檔	99	100	SEQ_NO	流水號	N	6	51	56	
GD	特約藥局處方及調劑明細檔	99	100	R_HOSP_ID	原處方醫事機構代號	C	34	57	90	已轉碼，後2碼為權屬別
GD	特約藥局處方及調劑明細檔	99	100	R_CASE_TYPE	原處方醫療機構之案件分類	C	2	91	92	請參考代碼說明B-26之「案件分類」;慢性病連續處方調劑者，本欄填08。
GD	特約藥局處方及調劑明細檔	99	100	FUNC_TYPE	就醫科別	C	2	93	94	請參考代碼說明B-49之「就醫科別及細分科」。慢性病連續處方調劑者，本欄免填。
GD	特約藥局處方及調劑明細檔	99	100	FUNC_DATE	處方日期	C	8	95	102	YYYYMMDD
GD	特約藥局處方及調劑明細檔	99	100	DRUG_DATE	調劑日期	C	8	103	110	YYYYMMDD
GD	特約藥局處方及調劑明細檔	99	100	ID_BIRTHDAY	出生年月	C	8	111	118	YYYYMM，左靠不足補空白
GD	特約藥局處方及調劑明細檔	99	100	ID	身分證統一編號	C	32	119	150	已轉碼
GD	特約藥局處方及調劑明細檔	99	100	CARD_SEQ_NO	就醫序號	C	4	151	154	
GD	特約藥局處方及調劑明細檔	99	100	GAVE_KIND	給付類別	C	1	155	155	請參考代碼說明B-64之「給付類別」
GD	特約藥局處方及調劑明細檔	99	100	DRUG_DAY	給藥日份	N	2	156	157	最高日額應為90日
GD	特約藥局處方及調劑明細檔	99	100	PRSN_ID	醫師代號	C	32	158	189	已轉碼，本欄得以原處方醫療機構代號替代。
GD	特約藥局處方及調劑明細檔	99	100	PHAR_ID	藥師代號	C	32	190	221	已轉碼
GD	特約藥局處方及調劑明細檔	99	100	DRUG_AMT	用藥明細點數小計	N	8	222	229	
GD	特約藥局處方及調劑明細檔	99	100	DSVC_AMT	藥事服務費	N	8	230	237	
GD	特約藥局處方及調劑明細檔	99	100	T_APPL_AMT	申請點數	N	8	238	245	為序號26-25之值
GD	特約藥局處方及調劑明細檔	99	100	SEX	性別	C	1	246	246	M：男F：女U：不詳
GD	特約藥局處方及調劑明細檔	99	100	PART_NO	部分負擔代號	C	3	247	249	I20：須加收藥費部分負擔者I21：藥費一百元以下免加收藥費部分負擔者I22：符合本保險藥費免部分負擔範圍規定者，包括慢性病連續處方箋案件、牙醫案件、門診論病例計酬案件請參考代碼說明之「部分負擔代號及相關說明」
GD	特約藥局處方及調劑明細檔	99	100	SPE_MET_AMT	特殊材料小計	N	7	250	256	
GD	特約藥局處方及調劑明細檔	99	100	PART_AMT	部分負擔點數	N	4	257	260	
GD	特約藥局處方及調劑明細檔	99	100	T_AMT	合計點數	N	8	261	268	為序號19+20+24之值
GD	特約藥局處方及調劑明細檔	99	100	ICD9CM_CODE	主診斷代碼	C	15	269	283	
GD	特約藥局處方及調劑明細檔	99	100	ICD9CM_CODE1	次診斷代碼(一)	C	15	284	298	
GD	特約藥局處方及調劑明細檔	101		FEE_YM	費用年月	C	6	1	6	YYYYMM
GD	特約藥局處方及調劑明細檔	101		APPL_TYPE	申報類別	C	1	7	7	1：送核2：補報
GD	特約藥局處方及調劑明細檔	101		HOSP_ID	醫院代號	C	34	8	41	已轉碼，為藥局之代號，後2碼為權屬別
GD	特約藥局處方及調劑明細檔	101		APPL_DATE	申報日期	C	8	42	49	YYYYMMDD
GD	特約藥局處方及調劑明細檔	101		CASE_TYPE	案件分類	C	1	50	50	請參考代碼說明B-26之「案件分類」藥事居家照護(案件分類D)者，本欄免填
GD	特約藥局處方及調劑明細檔	101		SEQ_NO	流水號	N	6	51	56	
GD	特約藥局處方及調劑明細檔	101		R_HOSP_ID	原處方醫事機構代號	C	34	57	90	已轉碼，後2碼為權屬別藥事居家照護(案件分類D)者，本欄免填。
GD	特約藥局處方及調劑明細檔	101		R_CASE_TYPE	原處方醫療機構之案件分類	C	2	91	92	請參考代碼說明B-26之「案件分類」;慢性病連續處方調劑者，本欄填08。藥事居家照護(案件分類D)者，本欄免填。
GD	特約藥局處方及調劑明細檔	101		FUNC_TYPE	就醫科別	C	2	93	94	請參考代碼說明B-49之「就醫科別及細分科」。一般處方調劑者，請依原處方所列填報。慢性病連續處方調劑者及藥事居家照護(案件分類D)，本欄免填。
GD	特約藥局處方及調劑明細檔	101		FUNC_DATE	處方日期	C	8	95	102	YYYYMMDD
GD	特約藥局處方及調劑明細檔	101		DRUG_DATE	調劑日期	C	8	103	110	YYYYMMDD
GD	特約藥局處方及調劑明細檔	101		ID_BIRTHDAY	出生年月	C	8	111	118	YYYYMM，左靠不足補空白
GD	特約藥局處方及調劑明細檔	101		ID	身分證統一編號	C	32	119	150	已轉碼
GD	特約藥局處方及調劑明細檔	101		CARD_SEQ_NO	就醫序號	C	4	151	154	藥事居家照護(案件分類D)者，本欄免填。
GD	特約藥局處方及調劑明細檔	101		GAVE_KIND	給付類別	C	1	155	155	請參考代碼說明B-64之「給付類別」;慢性病連續處方調劑者，本欄免填
GD	特約藥局處方及調劑明細檔	101		DRUG_DAY	給藥日份	N	2	156	157	最高日額應為90日
GD	特約藥局處方及調劑明細檔	101		PRSN_ID	醫師代號	C	32	158	189	已轉碼，本欄得以原處方醫療機構代號替代。
GD	特約藥局處方及調劑明細檔	101		PHAR_ID	藥師代號	C	32	190	221	已轉碼
GD	特約藥局處方及調劑明細檔	101		DRUG_AMT	用藥明細點數小計	N	8	222	229	
GD	特約藥局處方及調劑明細檔	101		DSVC_AMT	藥事服務費	N	8	230	237	
GD	特約藥局處方及調劑明細檔	101		T_APPL_AMT	申請點數	N	8	238	245	為序號26-25之值
GD	特約藥局處方及調劑明細檔	101		SEX	性別	C	1	246	246	M：男F：女U：不詳
GD	特約藥局處方及調劑明細檔	101		PART_NO	部分負擔代號	C	3	247	249	I20：須加收藥費部分負擔者I21：藥費一百元以下免加收藥費部分負擔者I22：符合本保險藥費免部分負擔範圍規定者，包括慢性病連續處方箋案件、牙醫案件、門診論病例計酬案件請參考代碼說明之「部分負擔代號及相關說明」藥事居家照護(案件分類D)者，本欄部分負擔代碼請填「009」
GD	特約藥局處方及調劑明細檔	101		SPE_MET_AMT	特殊材料小計	N	7	250	256	
GD	特約藥局處方及調劑明細檔	101		PART_AMT	部分負擔點數	N	4	257	260	
GD	特約藥局處方及調劑明細檔	101		T_AMT	合計點數	N	8	261	268	為序號19+20+24之值
GD	特約藥局處方及調劑明細檔	101		ICD9CM_CODE	主診斷代碼	C	15	269	283	按醫療院所交付之全民健康保險交付調劑處方箋之國際疾病分類碼欄位之ICD-9-CM碼填寫。慢性病連續處方調劑者，本欄為必要欄位。居家照護(案件分類D)者，本欄免填。
GD	特約藥局處方及調劑明細檔	101		ICD9CM_CODE1	次診斷代碼(一)	C	15	284	298	
GD	特約藥局處方及調劑明細檔	101		APPL_CAUSE_MARD	補報原因註記	C	1	299	299	1：補報整筆案件2：補報部分醫令或醫令差額。申報類別為補報者，本欄為必填欄位，送核案件免填補空白。
GDD	物理治療所調劑明細檔			FEE_YM	費用年月	C	6	1	6	YYYYMM
GDD	物理治療所調劑明細檔			APPL_TYPE	申報類別	C	1	7	7	1：送核2：補報
GDD	物理治療所調劑明細檔			HOSP_ID	醫院代號	C	34	8	41	已轉碼，後2碼為權屬別
GDD	物理治療所調劑明細檔			APPL_DATE	申報日期	C	8	42	49	YYYYMMDD
GDD	物理治療所調劑明細檔			CASE_TYPE	案件分類	C	1	50	50	1：中度治療-中度(含)以下之治療2：中度治療-複雜3：複雜4：其他(97.06.16新增;職能治療所適用)
GDD	物理治療所調劑明細檔			SEQ_NO	流水號	N	6	51	56	
GDD	物理治療所調劑明細檔			ORIG_HOSP_ID	原處方醫事機構代號	C	34	57	90	已轉碼，後2碼為權屬別
GDD	物理治療所調劑明細檔			ORIG_CASE_TYPE	原處方醫療機構之案件分類	C	2	91	92	請參考代碼說明B-26「案件分類」。
GDD	物理治療所調劑明細檔			FUNC_TYPE	就醫科別	C	2	93	94	請參考代碼說明B-49「就醫科別及細分科」。
GDD	物理治療所調劑明細檔			FUNC_DATE	處方日期	C	8	95	102	YYYYMMDD
GDD	物理治療所調劑明細檔			REL_DATE	調劑日期	C	8	103	110	YYYYMMDD
GDD	物理治療所調劑明細檔			BIRTHDAY	出生年月	C	8	111	118	YYYYMM，左靠不足補空白
GDD	物理治療所調劑明細檔			ID	身分證統一編號	C	32	119	150	已轉碼
GDD	物理治療所調劑明細檔			FUNC_SEQ_NO	就醫序號	C	4	151	154	請填寫健保IC卡規定之就醫序號，四碼流水號，如：0001。其他請參考代碼說明B-35之「健保卡就醫序號」
GDD	物理治療所調劑明細檔			PAY_TYPE	給付類別	C	1	155	155	1：職業傷害2：職業病3：普通傷害4：普通疾病。一般處方調劑者，依原處方所列填報;慢性病連續處方調劑者，本欄免填。
GDD	物理治療所調劑明細檔			DRUG_DAYS	給藥日份	N	2	156	157	最高日額應為90日
GDD	物理治療所調劑明細檔			PRSN_ID	醫師代號	C	32	158	189	已轉碼
GDD	物理治療所調劑明細檔			DRUG_PRSN_ID	藥師代號	C	32	190	221	已轉碼
GDD	物理治療所調劑明細檔			DRUG_DOT	用藥明細點數小計	N	8	222	229	
GDD	物理治療所調劑明細檔			DSVC_DOT	藥事服務費	N	8	230	237	
GDD	物理治療所調劑明細檔			APPL_DOT	申請點數	N	8	238	245	本欄為序號19+20+24之合計
GDD	物理治療所調劑明細檔			SEX	性別	C	1	246	246	
GDD	物理治療所調劑明細檔			PART_CODE	部分負擔代碼	C	3	247	249	
GDD	物理治療所調劑明細檔			MET_DOT	特材小計	N	7	250	256	
